comment_id,article_id,user_id,content,created_at,is_flagged
2461,43787,33,Comment 2461 on article 43787. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-04-30 00:00:00,False
2462,21268,41,Comment 2462 on article 21268. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-12-12 00:00:00,False
2463,26979,43,Comment 2463 on article 26979. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-01-09 00:00:00,False
2464,31066,33,Comment 2464 on article 31066. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-07-25 00:00:00,False
2465,22260,26,Comment 2465 on article 22260. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-06-16 00:00:00,False
2466,23312,54,Comment 2466 on article 23312. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-02-10 00:00:00,False
2467,33972,4,Comment 2467 on article 33972. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-01-27 00:00:00,False
2468,28860,46,Comment 2468 on article 28860. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-04-18 00:00:00,False
2469,4994,34,Comment 2469 on article 4994. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-05-12 00:00:00,False
2470,22873,54,Comment 2470 on article 22873. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-09-24 00:00:00,False
2471,24763,15,Comment 2471 on article 24763. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-18 00:00:00,False
2472,27018,7,Comment 2472 on article 27018. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-07-07 00:00:00,False
2473,29714,37,Comment 2473 on article 29714. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-08-28 00:00:00,False
2474,79,1,Comment 2474 on article 79. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-03-24 00:00:00,False
2475,41542,53,Comment 2475 on article 41542. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-04-09 00:00:00,False
2476,30623,6,Comment 2476 on article 30623. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-04-01 00:00:00,False
2477,42892,17,Comment 2477 on article 42892. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-05-10 00:00:00,False
2478,26650,22,Comment 2478 on article 26650. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-08-10 00:00:00,False
2479,9138,31,Comment 2479 on article 9138. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-10-24 00:00:00,False
2480,38657,54,Comment 2480 on article 38657. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-07-04 00:00:00,False
2481,44462,49,Comment 2481 on article 44462. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-09-06 00:00:00,False
2482,19780,41,Comment 2482 on article 19780. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-07-10 00:00:00,False
2483,21043,59,Comment 2483 on article 21043. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-07-09 00:00:00,False
2484,26045,2,Comment 2484 on article 26045. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-02-21 00:00:00,False
2485,36399,46,Comment 2485 on article 36399. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-04-21 00:00:00,False
2486,14522,18,Comment 2486 on article 14522. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-08-12 00:00:00,False
2487,45198,53,Comment 2487 on article 45198. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-09-02 00:00:00,False
2488,19625,6,Comment 2488 on article 19625. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-06-11 00:00:00,False
2489,31661,15,Comment 2489 on article 31661. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-01-06 00:00:00,False
2490,29873,16,Comment 2490 on article 29873. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-31 00:00:00,False
2491,26864,32,Comment 2491 on article 26864. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-12-15 00:00:00,False
2492,41939,1,Comment 2492 on article 41939. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-11-08 00:00:00,False
2493,9958,3,Comment 2493 on article 9958. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-02-12 00:00:00,False
2494,30489,35,Comment 2494 on article 30489. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-10-24 00:00:00,False
2495,49379,26,Comment 2495 on article 49379. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-12-23 00:00:00,False
2496,3539,51,Comment 2496 on article 3539. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-09-12 00:00:00,False
2497,2777,45,Comment 2497 on article 2777. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-04-25 00:00:00,False
2498,34654,55,Comment 2498 on article 34654. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-06-29 00:00:00,False
2499,38720,20,Comment 2499 on article 38720. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-01-22 00:00:00,False
2500,9532,15,Comment 2500 on article 9532. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-10-31 00:00:00,False
2501,8690,47,Comment 2501 on article 8690. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-01-14 00:00:00,False
2502,12105,43,Comment 2502 on article 12105. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-03-05 00:00:00,False
2503,40443,60,Comment 2503 on article 40443. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-12-08 00:00:00,False
2504,14407,35,Comment 2504 on article 14407. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-10-08 00:00:00,False
2505,21863,21,Comment 2505 on article 21863. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-12-07 00:00:00,False
2506,13007,47,Comment 2506 on article 13007. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-03-01 00:00:00,False
2507,23662,12,Comment 2507 on article 23662. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-09-18 00:00:00,False
2508,10427,46,Comment 2508 on article 10427. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-02-25 00:00:00,False
2509,23503,21,Comment 2509 on article 23503. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-07-13 00:00:00,False
2510,43645,32,Comment 2510 on article 43645. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-10-15 00:00:00,False
2511,49614,60,Comment 2511 on article 49614. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-11-02 00:00:00,False
2512,41333,2,Comment 2512 on article 41333. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-03-31 00:00:00,False
2513,38156,5,Comment 2513 on article 38156. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-12-09 00:00:00,False
2514,4559,47,Comment 2514 on article 4559. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-04-06 00:00:00,False
2515,26943,29,Comment 2515 on article 26943. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-01-08 00:00:00,False
2516,31595,16,Comment 2516 on article 31595. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-05-04 00:00:00,False
2517,44574,3,Comment 2517 on article 44574. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-06-22 00:00:00,False
2518,48667,26,Comment 2518 on article 48667. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-07-19 00:00:00,False
2519,28583,5,Comment 2519 on article 28583. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-11-21 00:00:00,False
2520,25547,53,Comment 2520 on article 25547. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-10-25 00:00:00,False
2521,22633,6,Comment 2521 on article 22633. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-06-08 00:00:00,False
2522,22861,14,Comment 2522 on article 22861. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-25 00:00:00,False
2523,9056,54,Comment 2523 on article 9056. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-06-05 00:00:00,False
2524,49909,57,Comment 2524 on article 49909. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-06-17 00:00:00,False
2525,40910,3,Comment 2525 on article 40910. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-07-03 00:00:00,False
2526,35176,8,Comment 2526 on article 35176. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-02-02 00:00:00,False
2527,14887,51,Comment 2527 on article 14887. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-09-03 00:00:00,False
2528,29792,22,Comment 2528 on article 29792. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-09-09 00:00:00,False
2529,47534,41,Comment 2529 on article 47534. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-10-21 00:00:00,False
2530,35528,14,Comment 2530 on article 35528. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-06-21 00:00:00,False
2531,29266,53,Comment 2531 on article 29266. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-12-31 00:00:00,False
2532,767,23,Comment 2532 on article 767. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-05-01 00:00:00,False
2533,19808,53,Comment 2533 on article 19808. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-07-18 00:00:00,False
2534,29951,57,Comment 2534 on article 29951. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-08-21 00:00:00,False
2535,30947,33,Comment 2535 on article 30947. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-08-23 00:00:00,False
2536,31462,30,Comment 2536 on article 31462. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-12-09 00:00:00,False
2537,37026,17,Comment 2537 on article 37026. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-08-02 00:00:00,False
2538,10751,9,Comment 2538 on article 10751. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-09-15 00:00:00,False
2539,20123,54,Comment 2539 on article 20123. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-05-11 00:00:00,False
2540,44192,5,Comment 2540 on article 44192. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-07-28 00:00:00,False
2541,4976,33,Comment 2541 on article 4976. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-09-27 00:00:00,False
2542,38857,5,Comment 2542 on article 38857. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-08-19 00:00:00,False
2543,9526,43,Comment 2543 on article 9526. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-06-30 00:00:00,False
2544,32858,59,Comment 2544 on article 32858. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-06-14 00:00:00,False
2545,23629,1,Comment 2545 on article 23629. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-11-06 00:00:00,True
2546,14647,49,Comment 2546 on article 14647. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-11-10 00:00:00,False
2547,32825,20,Comment 2547 on article 32825. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-04-09 00:00:00,False
2548,35717,27,Comment 2548 on article 35717. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-03-24 00:00:00,False
2549,15118,3,Comment 2549 on article 15118. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-06-27 00:00:00,False
2550,44219,6,Comment 2550 on article 44219. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-02-17 00:00:00,False
2551,7764,32,Comment 2551 on article 7764. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-10-26 00:00:00,False
2552,25057,56,Comment 2552 on article 25057. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-07-02 00:00:00,False
2553,27383,1,Comment 2553 on article 27383. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-17 00:00:00,False
2554,10552,50,Comment 2554 on article 10552. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-11-09 00:00:00,False
2555,1408,41,Comment 2555 on article 1408. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-07-25 00:00:00,False
2556,42133,35,Comment 2556 on article 42133. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-12 00:00:00,False
2557,33568,13,Comment 2557 on article 33568. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-03-31 00:00:00,False
2558,27105,11,Comment 2558 on article 27105. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-03-26 00:00:00,False
2559,4502,28,Comment 2559 on article 4502. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-03-06 00:00:00,False
2560,24801,29,Comment 2560 on article 24801. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-10-03 00:00:00,False
2561,11137,55,Comment 2561 on article 11137. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-07-27 00:00:00,False
2562,45410,14,Comment 2562 on article 45410. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-06-20 00:00:00,False
2563,13365,36,Comment 2563 on article 13365. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-12-12 00:00:00,False
2564,7274,23,Comment 2564 on article 7274. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-04-18 00:00:00,False
2565,18608,48,Comment 2565 on article 18608. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-11-10 00:00:00,False
2566,43008,23,Comment 2566 on article 43008. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-07-18 00:00:00,False
2567,15763,32,Comment 2567 on article 15763. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-02-01 00:00:00,False
2568,13412,57,Comment 2568 on article 13412. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-09-26 00:00:00,False
2569,44227,36,Comment 2569 on article 44227. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-12-24 00:00:00,False
2570,15722,54,Comment 2570 on article 15722. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-03-09 00:00:00,False
2571,4827,2,Comment 2571 on article 4827. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-10-24 00:00:00,False
2572,6449,43,Comment 2572 on article 6449. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-02-20 00:00:00,False
2573,45173,49,Comment 2573 on article 45173. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-04-26 00:00:00,False
2574,10428,54,Comment 2574 on article 10428. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-08-01 00:00:00,False
2575,45738,34,Comment 2575 on article 45738. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-10-06 00:00:00,False
2576,1422,2,Comment 2576 on article 1422. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-05-23 00:00:00,False
2577,31647,47,Comment 2577 on article 31647. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-02-20 00:00:00,False
2578,10357,52,Comment 2578 on article 10357. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-03-16 00:00:00,False
2579,935,3,Comment 2579 on article 935. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-05-12 00:00:00,False
2580,4088,12,Comment 2580 on article 4088. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-07-05 00:00:00,False
2581,5083,43,Comment 2581 on article 5083. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-12-02 00:00:00,False
2582,48749,10,Comment 2582 on article 48749. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-02-23 00:00:00,False
2583,29424,49,Comment 2583 on article 29424. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-06-27 00:00:00,False
2584,24395,29,Comment 2584 on article 24395. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-12-12 00:00:00,False
2585,47990,23,Comment 2585 on article 47990. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-02-24 00:00:00,False
2586,32213,43,Comment 2586 on article 32213. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-10-18 00:00:00,False
2587,32306,55,Comment 2587 on article 32306. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-04-25 00:00:00,False
2588,8489,57,Comment 2588 on article 8489. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-01-21 00:00:00,False
2589,8344,21,Comment 2589 on article 8344. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-09-07 00:00:00,False
2590,11031,30,Comment 2590 on article 11031. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-07-03 00:00:00,False
2591,37219,3,Comment 2591 on article 37219. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-04-23 00:00:00,False
2592,37476,31,Comment 2592 on article 37476. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-05-15 00:00:00,False
2593,41710,39,Comment 2593 on article 41710. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-07-05 00:00:00,False
2594,17661,23,Comment 2594 on article 17661. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-01-07 00:00:00,False
2595,37348,42,Comment 2595 on article 37348. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-04-18 00:00:00,False
2596,23352,21,Comment 2596 on article 23352. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-04-04 00:00:00,False
2597,49403,56,Comment 2597 on article 49403. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-10-03 00:00:00,False
2598,12295,3,Comment 2598 on article 12295. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-12-04 00:00:00,False
2599,25508,25,Comment 2599 on article 25508. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-05-16 00:00:00,True
2600,23777,22,Comment 2600 on article 23777. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-11-13 00:00:00,False
2601,49856,43,Comment 2601 on article 49856. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-12-15 00:00:00,False
2602,25578,5,Comment 2602 on article 25578. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-09-22 00:00:00,False
2603,1603,41,Comment 2603 on article 1603. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-09-26 00:00:00,False
2604,23361,24,Comment 2604 on article 23361. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-01-06 00:00:00,False
2605,14490,34,Comment 2605 on article 14490. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-02-04 00:00:00,False
2606,30210,20,Comment 2606 on article 30210. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-04-26 00:00:00,False
2607,33885,58,Comment 2607 on article 33885. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-05-09 00:00:00,False
2608,33641,49,Comment 2608 on article 33641. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-03-26 00:00:00,False
2609,12826,4,Comment 2609 on article 12826. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-06-02 00:00:00,False
2610,17629,1,Comment 2610 on article 17629. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-12-25 00:00:00,False
2611,49421,42,Comment 2611 on article 49421. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-10-31 00:00:00,False
2612,2156,39,Comment 2612 on article 2156. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-11-02 00:00:00,False
2613,38231,48,Comment 2613 on article 38231. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-05-30 00:00:00,False
2614,35438,7,Comment 2614 on article 35438. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-07-21 00:00:00,False
2615,32789,49,Comment 2615 on article 32789. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-09-27 00:00:00,False
2616,26203,23,Comment 2616 on article 26203. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-06-25 00:00:00,False
2617,46195,5,Comment 2617 on article 46195. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-06-28 00:00:00,True
2618,45585,10,Comment 2618 on article 45585. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-06-30 00:00:00,False
2619,26000,10,Comment 2619 on article 26000. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-02-20 00:00:00,False
2620,41210,24,Comment 2620 on article 41210. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-02-26 00:00:00,False
2621,19914,26,Comment 2621 on article 19914. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-10-05 00:00:00,False
2622,488,60,Comment 2622 on article 488. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-05-10 00:00:00,False
2623,1165,16,Comment 2623 on article 1165. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-12-17 00:00:00,False
2624,45427,18,Comment 2624 on article 45427. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-11-18 00:00:00,False
2625,768,50,Comment 2625 on article 768. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-12-12 00:00:00,False
2626,25464,26,Comment 2626 on article 25464. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-02-09 00:00:00,False
2627,48914,55,Comment 2627 on article 48914. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-06-26 00:00:00,False
2628,99,22,Comment 2628 on article 99. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-07-28 00:00:00,False
2629,20439,26,Comment 2629 on article 20439. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2026-01-30 00:00:00,True
2630,5577,33,Comment 2630 on article 5577. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-06-24 00:00:00,False
2631,17936,14,Comment 2631 on article 17936. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-03-24 00:00:00,False
2632,430,26,Comment 2632 on article 430. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-11-02 00:00:00,False
2633,5285,19,Comment 2633 on article 5285. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-09-01 00:00:00,False
2634,29439,49,Comment 2634 on article 29439. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-06-24 00:00:00,False
2635,20870,15,Comment 2635 on article 20870. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-05-13 00:00:00,False
2636,40505,14,Comment 2636 on article 40505. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-06-22 00:00:00,False
2637,32387,37,Comment 2637 on article 32387. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-07-12 00:00:00,False
2638,24891,13,Comment 2638 on article 24891. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-06-16 00:00:00,False
2639,23798,28,Comment 2639 on article 23798. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2025-01-08 00:00:00,False
2640,13272,8,Comment 2640 on article 13272. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2024-11-21 00:00:00,False
2641,49552,38,Comment 2641 on article 49552. blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah,2023-08-14 00:00:00,False
