view_id,article_id,viewer_id,viewed_at
20342,19842,31,2024-01-27 19:17:26
20343,27696,36,2024-05-06 05:07:26
20344,35084,22,2025-08-31 12:37:39
20345,41264,48,2025-03-17 14:44:09
20346,35622,42,2025-08-09 05:37:34
20347,21193,45,2024-04-02 07:36:39
20348,29770,14,2023-08-23 23:05:21
20349,16494,31,2023-12-14 21:23:38
20350,39142,23,2024-01-23 08:45:19
20351,7338,60,2023-07-15 23:38:49
20352,42473,17,2025-10-29 12:34:22
20353,36078,42,2024-05-12 05:21:37
20354,45109,46,2023-05-29 02:10:04
20355,24326,10,2024-07-14 00:29:40
20356,40931,59,2024-04-01 05:02:18
20357,44923,48,2023-09-18 21:57:56
20358,29303,42,2023-04-09 02:16:36
20359,13251,26,2024-09-09 23:18:14
20360,43610,2,2025-07-10 19:44:23
20361,11320,19,2024-02-14 18:37:33
20362,22964,51,2023-04-02 06:27:33
20363,31637,23,2024-01-01 21:30:10
20364,23952,8,2024-05-01 06:05:11
20365,49582,28,2023-12-11 05:16:06
20366,17385,10,2023-10-28 09:10:52
20367,23864,12,2025-08-30 10:48:45
20368,46195,27,2023-11-21 07:23:44
20369,39540,54,2024-08-30 10:46:37
20370,39187,6,2023-07-21 17:28:31
20371,20848,49,2025-02-04 14:10:40
20372,37329,35,2023-07-25 20:53:34
20373,26835,50,2025-03-01 11:54:33
20374,16487,7,2024-10-18 21:08:37
20375,13942,54,2025-06-08 18:17:11
20376,7122,16,2025-08-17 10:37:58
20377,20903,27,2025-02-18 05:26:53
20378,32801,27,2025-08-08 01:56:27
20379,24326,35,2023-07-25 15:00:57
20380,41976,50,2025-06-24 18:14:19
20381,46352,14,2023-04-06 20:46:15
20382,44536,14,2023-12-18 14:11:27
20383,47902,25,2024-03-06 00:56:31
20384,8725,38,2026-01-10 22:19:46
20385,1045,6,2024-04-10 06:42:57
20386,29587,22,2023-09-13 02:47:59
20387,5007,41,2024-07-19 15:44:13
20388,19642,43,2025-12-02 17:02:44
20389,27807,15,2025-07-04 11:00:24
20390,1708,50,2024-08-18 09:05:30
20391,26788,58,2024-09-24 18:30:24
20392,18549,21,2025-01-15 23:34:55
20393,23035,32,2025-10-03 07:50:39
20394,20293,21,2025-03-08 07:12:54
20395,19148,41,2023-10-23 21:32:36
20396,30162,22,2023-03-27 15:53:33
20397,6694,59,2025-04-10 18:47:54
20398,23747,50,2023-08-05 23:32:20
20399,8644,42,2023-09-13 14:15:49
20400,39943,5,2025-06-03 07:08:42
20401,46394,4,2023-07-30 09:23:52
20402,40485,12,2025-12-04 05:51:38
20403,45358,17,2024-07-03 06:03:55
20404,22518,9,2025-10-24 16:44:39
20405,12394,58,2024-04-12 05:55:11
20406,38531,17,2025-10-08 02:36:57
20407,30502,54,2025-06-06 08:09:06
20408,11841,57,2024-05-25 04:21:38
20409,4904,46,2025-02-27 08:32:24
20410,17234,46,2023-04-30 22:25:38
20411,4044,4,2025-07-26 00:58:30
20412,49788,8,2024-08-07 03:18:20
20413,17665,44,2023-08-04 01:16:15
20414,7185,15,2025-04-22 03:54:52
20415,31483,12,2023-11-09 22:46:41
20416,17258,8,2025-01-06 06:33:24
20417,14448,52,2024-08-09 01:17:56
20418,26889,1,2024-12-28 19:21:50
20419,28350,50,2024-09-17 17:24:11
20420,19255,54,2023-09-14 06:34:35
20421,9079,52,2023-11-03 02:55:56
20422,29982,34,2023-09-13 21:08:36
20423,27601,33,2025-03-23 01:58:54
20424,32566,35,2024-10-18 10:21:36
20425,32910,10,2025-10-30 18:41:49
20426,12704,33,2023-12-13 12:11:16
20427,12008,57,2023-12-31 12:47:45
20428,22228,29,2024-04-24 15:17:35
20429,20596,1,2025-09-21 20:26:34
20430,23473,39,2024-02-21 11:40:36
20431,25484,8,2023-04-17 22:34:40
20432,11348,24,2025-09-05 04:42:02
20433,10480,10,2025-01-12 06:51:41
20434,17568,42,2025-06-15 22:27:01
20435,39254,1,2026-02-23 12:10:24
20436,48807,52,2025-04-17 09:20:49
20437,14020,20,2025-07-16 08:09:30
20438,39503,43,2025-10-14 11:39:06
20439,47102,49,2026-01-04 15:33:17
20440,33657,50,2023-10-10 13:57:56
20441,9240,29,2023-06-27 03:20:39
20442,17255,37,2025-07-09 01:17:43
20443,24043,40,2023-03-07 18:30:38
20444,39431,46,2024-08-20 20:01:16
20445,7100,45,2023-08-29 08:16:28
20446,13542,14,2025-07-02 22:27:13
20447,24895,1,2024-04-04 11:33:15
20448,34201,48,2025-03-14 06:08:32
20449,18129,27,2023-03-02 05:40:21
20450,23948,9,2024-11-01 13:05:08
20451,10805,53,2025-06-10 18:12:26
20452,23787,13,2023-10-21 10:00:04
20453,28997,10,2025-01-03 13:53:27
20454,46482,16,2024-02-02 20:20:47
20455,44696,35,2024-07-21 10:57:10
20456,38404,2,2025-12-11 23:06:04
20457,38916,8,2025-07-28 09:07:26
20458,43575,48,2024-01-30 15:01:46
20459,39658,10,2025-09-01 09:40:50
20460,16588,58,2025-07-02 19:02:58
20461,46149,36,2026-01-20 03:45:41
20462,12535,48,2023-11-03 15:21:27
20463,32510,43,2025-03-19 13:08:23
20464,15845,12,2023-03-19 21:04:32
20465,21597,34,2025-08-09 15:25:35
20466,28690,58,2024-07-31 01:24:01
20467,23993,33,2024-01-07 06:19:46
20468,35126,16,2025-02-17 12:49:25
20469,7408,55,2023-08-09 20:02:38
20470,14619,25,2024-10-16 21:06:22
20471,36503,33,2023-12-04 20:39:49
20472,9320,24,2026-01-05 00:31:08
20473,2311,55,2024-03-27 09:31:10
20474,37017,8,2025-07-07 07:40:49
20475,46183,23,2024-10-12 08:26:14
20476,38250,25,2023-11-21 06:01:28
20477,11646,38,2026-02-23 21:31:40
20478,41744,14,2024-09-22 05:06:31
20479,25434,17,2024-11-28 16:43:19
20480,42234,47,2025-09-02 08:42:42
20481,32838,26,2023-07-03 21:12:33
20482,28701,43,2026-02-15 09:14:07
20483,27352,9,2025-09-28 09:54:32
20484,21745,43,2025-06-10 19:41:58
20485,69,4,2025-02-26 09:32:07
20486,11893,27,2024-01-28 06:40:29
20487,24874,17,2023-03-30 21:43:36
20488,29830,17,2025-04-19 02:44:43
20489,45278,53,2023-06-05 16:46:43
20490,42368,2,2023-12-08 08:25:55
20491,47702,1,2023-05-27 08:08:05
20492,35968,17,2025-10-13 07:37:31
20493,37796,46,2025-07-06 05:11:56
20494,5553,36,2025-07-22 19:28:01
20495,35561,29,2025-05-09 05:25:01
20496,2360,9,2026-02-15 09:42:25
20497,33539,6,2023-09-03 01:26:17
20498,49737,28,2024-06-21 22:56:18
20499,38441,31,2023-11-13 00:17:13
20500,47652,8,2025-04-22 00:53:49
20501,38719,4,2024-09-11 14:22:50
20502,29801,33,2025-04-07 23:48:44
20503,24674,35,2025-09-07 06:26:53
20504,10633,51,2025-03-27 21:10:35
20505,47943,23,2023-12-04 01:58:48
20506,29941,31,2023-06-14 13:51:09
20507,7822,11,2025-05-30 21:19:49
20508,44987,23,2026-02-15 13:01:44
20509,21359,54,2023-11-16 16:20:25
20510,29515,11,2025-03-15 19:06:14
20511,5617,35,2025-08-10 20:00:26
20512,22398,20,2025-12-14 08:58:39
20513,35950,20,2025-08-20 13:09:36
20514,32416,8,2023-12-17 03:44:30
20515,34527,27,2024-04-21 10:29:38
20516,23693,34,2026-02-14 20:29:33
20517,36167,47,2024-12-12 21:18:48
20518,26958,24,2025-05-12 23:25:37
20519,9698,49,2025-12-03 13:57:04
20520,39867,28,2024-03-27 07:43:39
20521,46728,11,2024-10-06 08:44:41
20522,23197,2,2025-10-20 07:30:03
20523,38629,13,2025-06-17 14:41:11
20524,32450,53,2023-12-24 02:39:09
20525,32480,49,2025-05-20 10:44:57
20526,23479,4,2026-02-02 03:48:24
20527,45059,59,2025-06-21 16:29:12
20528,20599,48,2023-06-05 06:16:50
20529,21417,5,2023-07-13 23:54:11
20530,12458,35,2025-09-30 06:17:25
20531,28569,53,2023-04-25 16:38:34
20532,21535,25,2023-08-26 05:47:55
20533,15996,56,2024-12-19 22:41:35
20534,27684,22,2024-08-28 04:26:48
20535,37116,54,2025-11-13 14:22:07
20536,10859,2,2023-08-27 17:03:36
20537,10520,11,2025-05-13 06:15:09
20538,22893,21,2024-12-14 12:51:27
20539,26402,4,2023-04-02 20:52:17
20540,29371,33,2024-09-23 08:45:26
20541,28435,33,2024-06-14 13:04:17
20542,47714,17,2025-12-14 12:55:48
20543,27834,14,2023-09-04 19:00:40
20544,45689,26,2026-02-10 15:06:36
20545,47626,55,2024-08-17 11:55:33
20546,12390,13,2026-02-06 01:22:53
20547,49871,57,2026-01-18 01:48:48
20548,14854,44,2025-03-03 06:24:32
20549,28270,41,2025-10-01 13:53:52
20550,20857,32,2024-07-16 23:06:35
20551,33487,7,2023-09-14 09:30:58
20552,11865,15,2024-05-10 21:08:21
20553,34802,1,2023-03-11 17:14:53
20554,33973,12,2024-12-06 11:15:21
20555,34207,7,2024-01-09 02:19:55
20556,12065,51,2024-05-21 07:53:39
20557,447,9,2026-03-01 14:50:20
20558,21347,22,2025-07-23 22:27:45
20559,29366,54,2024-03-05 17:17:30
20560,20184,24,2025-03-18 22:53:51
20561,33885,19,2024-06-09 19:14:38
20562,9325,2,2025-04-10 04:10:57
20563,9864,1,2023-03-27 17:53:46
20564,13666,12,2025-02-16 15:23:13
20565,31606,23,2023-05-19 16:39:19
20566,42276,29,2023-12-10 22:14:37
20567,43699,11,2025-08-18 21:26:08
20568,32822,27,2025-01-21 04:35:38
20569,44911,22,2024-09-03 06:44:39
20570,34195,29,2025-08-24 08:27:31
20571,25656,8,2023-10-22 05:08:58
20572,23958,19,2024-05-09 00:55:13
20573,42309,4,2025-08-16 08:02:49
20574,40747,7,2023-10-31 03:40:58
20575,6710,1,2023-10-22 20:53:39
20576,19730,36,2024-07-01 17:39:11
20577,44749,40,2025-07-20 06:52:03
20578,45214,44,2025-07-09 05:26:42
20579,26094,14,2025-11-28 04:21:47
20580,42524,60,2024-09-17 02:19:16
20581,24611,47,2025-12-16 05:07:57
20582,7020,21,2024-06-10 06:19:26
20583,24885,7,2025-06-14 21:00:22
20584,38062,52,2023-10-04 13:51:18
20585,12758,7,2023-11-28 14:45:56
20586,27378,7,2025-08-05 23:46:44
20587,33698,9,2024-01-12 12:25:47
20588,13102,27,2024-01-22 12:14:07
20589,15675,45,2023-07-05 13:14:00
20590,17761,47,2023-04-06 19:06:28
20591,38978,34,2023-09-12 13:38:26
20592,912,47,2025-09-12 22:17:07
20593,41749,56,2025-04-12 23:51:29
20594,42057,30,2024-10-23 11:05:35
20595,17786,55,2025-11-19 12:04:19
20596,43237,36,2023-08-04 12:37:30
20597,11593,43,2024-02-17 16:40:57
20598,35833,33,2023-10-21 00:19:31
20599,9541,42,2024-03-26 18:01:23
20600,49843,4,2025-01-30 20:43:10
20601,9016,29,2024-02-12 12:55:35
20602,20096,3,2023-08-13 09:09:01
20603,28913,5,2024-07-16 23:10:51
20604,1354,38,2024-06-23 23:35:17
20605,3252,17,2025-08-28 05:11:12
20606,45359,60,2023-10-03 05:19:15
20607,7759,27,2023-10-16 17:01:59
20608,45007,49,2024-08-08 16:13:38
20609,32523,54,2024-04-24 05:54:37
20610,20378,60,2024-11-16 23:24:11
20611,47137,27,2025-08-19 06:43:46
20612,46392,13,2024-07-26 03:25:30
20613,47102,24,2025-03-18 14:54:23
20614,48577,40,2023-11-11 21:42:14
20615,25107,20,2024-06-09 21:09:35
20616,39227,11,2023-06-22 08:45:32
20617,22915,44,2025-11-04 17:27:50
20618,9470,26,2025-12-23 01:18:07
20619,18533,54,2024-08-23 12:21:27
20620,38312,30,2026-01-18 11:57:33
20621,5076,24,2024-12-12 02:27:39
20622,19080,4,2025-02-03 01:37:56
20623,41714,33,2024-10-28 05:50:17
20624,21793,36,2025-06-01 06:10:53
20625,17074,50,2024-11-25 05:59:27
20626,6189,41,2024-11-10 05:11:03
20627,4471,18,2023-05-21 13:25:20
20628,44687,16,2023-03-10 18:20:47
20629,44149,20,2024-02-07 12:49:43
20630,18645,17,2023-11-26 15:44:40
20631,38106,45,2026-02-25 12:47:51
20632,2962,53,2024-02-03 01:30:21
20633,43587,24,2025-03-14 21:25:32
20634,38222,29,2025-06-20 05:15:45
20635,18033,1,2023-11-14 03:31:03
20636,2549,39,2026-01-07 13:04:51
20637,22969,27,2023-06-20 18:44:32
20638,14619,50,2025-06-05 19:58:00
20639,37200,21,2024-03-05 01:58:03
20640,29441,44,2025-09-22 09:02:25
20641,24233,52,2024-07-06 04:24:32
20642,5427,55,2024-06-18 00:32:30
20643,31769,39,2023-06-07 21:49:20
20644,41606,56,2023-09-29 22:06:14
20645,21018,39,2023-06-15 06:36:15
20646,21499,27,2025-09-18 15:43:38
20647,38326,18,2023-04-15 09:32:05
20648,43120,54,2025-05-20 09:08:04
20649,9946,36,2025-04-21 15:23:35
20650,3910,2,2025-04-13 23:51:05
20651,47011,50,2026-01-14 18:24:30
20652,360,32,2023-04-24 20:02:27
20653,9297,57,2025-12-01 17:17:52
20654,35324,12,2024-02-13 21:37:58
20655,40022,47,2024-07-05 14:01:17
20656,33931,26,2024-08-31 14:59:20
20657,29009,38,2024-05-11 16:12:07
20658,32716,11,2025-08-28 07:36:03
20659,6724,38,2024-01-21 04:56:26
20660,49063,41,2025-10-14 19:44:11
20661,31834,50,2024-07-18 13:58:03
20662,33361,39,2023-12-08 21:35:11
20663,44374,48,2025-12-04 03:01:41
20664,21717,9,2025-11-07 07:00:31
20665,40383,44,2025-04-25 01:30:22
20666,5423,18,2024-09-13 18:31:50
20667,43891,58,2025-03-19 07:03:31
20668,40236,38,2024-09-14 15:01:55
20669,15230,56,2023-10-07 17:01:26
20670,48859,42,2023-10-27 13:15:50
20671,27695,20,2023-03-04 18:33:48
20672,6595,57,2025-07-05 15:31:47
20673,13176,56,2025-11-22 09:16:15
20674,13357,36,2024-02-28 22:00:28
20675,12545,21,2026-02-21 23:49:28
20676,46513,13,2024-08-20 21:22:12
20677,4330,43,2023-10-17 12:12:11
20678,3525,30,2023-03-23 07:50:56
20679,16515,37,2024-03-15 17:15:49
20680,34281,8,2023-07-14 22:14:02
20681,2614,17,2025-10-22 09:45:22
20682,43098,27,2025-10-31 03:04:53
20683,48942,7,2025-04-23 14:52:56
20684,13409,16,2025-10-06 07:18:03
20685,3551,48,2023-04-18 12:49:46
20686,49161,12,2023-07-13 01:48:08
20687,32556,40,2024-12-12 15:00:13
20688,14520,17,2025-10-12 10:12:19
20689,6563,41,2024-03-27 00:48:25
20690,6533,22,2023-12-27 14:50:27
20691,48126,46,2023-03-28 12:49:49
20692,39328,5,2024-01-18 04:54:14
20693,41118,4,2024-09-06 01:10:41
20694,6670,17,2025-04-01 20:19:55
20695,18726,28,2024-03-14 08:05:10
20696,30865,14,2024-07-24 04:57:52
20697,48271,28,2023-05-15 08:33:52
20698,3619,60,2023-08-29 18:55:51
20699,22954,28,2025-10-22 19:29:18
20700,13879,25,2023-08-16 13:21:09
20701,26315,9,2024-07-04 20:43:40
20702,18330,5,2025-06-30 20:41:31
20703,48339,30,2025-10-22 08:12:35
20704,39135,35,2024-06-01 13:28:43
20705,1733,38,2024-11-22 12:59:24
20706,21612,44,2025-10-30 11:17:22
20707,42024,29,2024-01-31 18:31:21
20708,14916,24,2024-09-06 20:10:57
20709,29472,34,2023-07-13 01:21:57
20710,26201,6,2023-10-27 09:15:34
20711,32798,47,2025-09-22 00:29:59
20712,40862,51,2025-08-28 23:23:58
20713,38647,42,2024-02-20 20:42:59
20714,40708,60,2023-03-04 21:48:15
20715,21793,13,2024-05-29 09:03:54
20716,26157,60,2025-12-01 12:32:05
20717,20167,56,2024-02-23 11:58:25
20718,2619,57,2026-01-18 03:49:03
20719,39127,57,2025-10-22 01:42:48
20720,18271,50,2024-08-30 21:46:53
20721,18751,28,2024-01-04 02:05:49
20722,16089,21,2024-03-07 16:12:53
20723,11999,47,2023-11-19 14:34:02
20724,6778,58,2024-01-06 07:29:34
20725,34797,22,2025-10-14 06:54:57
20726,17170,39,2024-11-07 04:07:27
20727,1943,24,2023-11-10 02:20:37
20728,48292,52,2024-04-10 23:14:55
20729,45172,27,2024-04-26 03:42:28
20730,45229,57,2023-12-23 22:35:02
20731,510,52,2023-06-05 09:40:51
20732,8654,42,2023-11-18 23:53:53
20733,7219,19,2023-07-28 21:49:21
20734,30771,10,2023-12-02 15:29:01
20735,2396,29,2024-09-14 05:13:53
20736,1555,59,2025-02-19 05:52:07
20737,4985,46,2024-03-17 16:01:24
20738,8805,45,2024-05-04 06:41:50
20739,13443,10,2025-03-21 23:35:56
20740,13468,20,2025-01-07 19:50:20
20741,34024,59,2025-04-10 02:17:17
20742,29934,24,2023-10-03 17:37:12
20743,25167,53,2023-06-08 11:30:56
20744,28829,49,2024-08-06 12:38:03
20745,38713,53,2024-11-05 15:29:55
20746,13544,43,2025-06-01 19:45:01
20747,19849,41,2023-08-11 06:29:45
20748,16889,55,2024-12-09 10:17:38
20749,42266,52,2023-03-30 20:47:31
20750,46624,35,2024-08-12 08:42:15
20751,15181,32,2023-03-08 11:02:04
20752,30154,51,2025-02-28 20:38:23
20753,21769,48,2024-08-10 06:51:45
20754,33348,27,2024-10-23 13:05:05
20755,35014,3,2025-11-08 08:47:47
20756,36691,41,2025-02-02 00:58:54
20757,32504,34,2025-09-13 21:29:14
20758,47454,6,2025-05-11 04:25:05
20759,45525,48,2023-12-28 12:55:39
20760,14351,16,2023-11-17 07:52:41
20761,45418,54,2023-11-26 00:55:56
20762,41342,47,2024-07-17 08:28:48
20763,13038,15,2025-09-16 02:54:20
20764,28207,36,2024-03-29 14:41:33
20765,6611,57,2025-03-15 10:09:05
20766,20698,2,2025-04-17 14:11:30
20767,28804,34,2026-01-20 06:58:29
20768,260,21,2024-04-08 21:42:44
20769,40338,45,2024-02-17 07:46:38
20770,35900,12,2026-01-01 02:29:06
20771,33910,28,2025-09-24 19:46:46
20772,14232,24,2023-11-18 19:18:25
20773,29053,59,2024-03-28 19:44:52
20774,31040,7,2023-10-20 07:22:56
20775,19783,43,2023-09-17 13:41:49
20776,22701,10,2024-09-20 02:37:54
20777,15442,39,2024-06-16 12:58:45
20778,5839,41,2024-11-16 09:50:55
20779,34419,48,2024-08-23 17:50:22
20780,10146,59,2023-11-05 04:31:35
20781,20143,35,2024-03-23 22:41:20
20782,21100,57,2023-12-19 07:47:10
20783,26529,28,2025-08-07 04:14:56
20784,21954,13,2024-01-06 01:38:51
20785,35366,52,2024-04-22 01:54:29
20786,49594,57,2024-01-23 03:37:46
20787,33240,17,2025-10-19 17:35:25
20788,15705,4,2023-04-23 18:39:40
20789,47090,17,2023-11-02 09:32:37
20790,49554,59,2023-03-14 07:22:58
20791,30175,53,2024-04-12 06:34:08
20792,4468,31,2024-03-18 09:49:38
20793,48144,19,2025-09-02 00:22:08
20794,3642,24,2023-11-03 15:02:36
20795,25275,11,2025-03-15 17:24:02
20796,41883,48,2024-10-24 18:20:20
20797,34081,30,2023-03-19 21:53:15
20798,5054,56,2026-01-23 21:59:34
20799,28450,45,2025-01-03 05:31:36
20800,37683,52,2025-06-20 22:05:36
20801,39344,22,2023-09-15 04:05:21
20802,10369,54,2023-10-17 16:18:19
20803,9627,7,2026-01-23 00:35:56
20804,3369,27,2024-02-16 02:40:01
20805,7619,2,2024-03-21 09:52:42
20806,49943,25,2024-03-30 22:24:59
20807,11333,36,2023-04-08 03:43:26
20808,47370,8,2024-01-13 17:15:45
20809,39270,38,2024-12-03 10:11:34
20810,14818,53,2023-09-30 09:16:30
20811,7989,28,2025-03-05 10:13:18
20812,26511,56,2023-05-16 16:53:56
20813,4230,34,2026-01-26 23:45:16
20814,15808,54,2024-02-10 10:42:53
20815,42132,53,2023-09-15 20:32:21
20816,29948,14,2023-10-04 13:20:52
20817,23587,24,2025-08-30 18:25:07
20818,8440,42,2025-02-07 16:19:11
20819,32911,22,2024-11-11 10:28:05
20820,14269,50,2025-07-28 07:44:05
20821,23883,19,2025-01-05 11:02:32
20822,30054,5,2023-03-04 13:47:56
20823,30766,9,2024-04-25 11:27:42
20824,18319,5,2023-07-24 10:56:20
20825,14629,1,2023-03-29 06:47:45
20826,21765,16,2024-03-16 13:18:27
20827,49700,15,2024-03-18 08:12:54
20828,20073,40,2024-08-17 20:26:41
20829,16809,58,2024-01-10 13:11:41
20830,27663,11,2025-12-08 08:13:19
20831,2706,56,2024-07-25 07:18:44
20832,3104,14,2025-02-03 21:12:33
20833,45876,58,2025-01-08 23:10:03
20834,21583,1,2023-06-26 23:06:42
20835,48875,42,2024-03-14 23:11:52
20836,13258,59,2023-12-05 00:58:46
20837,41806,17,2025-12-03 23:43:18
20838,10107,41,2023-11-08 18:03:59
20839,14057,19,2024-10-26 07:12:14
20840,47634,22,2024-05-01 00:43:47
20841,47292,57,2024-08-30 20:31:18
20842,21950,9,2025-05-31 23:38:40
20843,3681,22,2023-04-11 00:11:39
20844,46912,28,2024-01-16 18:56:36
20845,22191,31,2024-02-25 17:00:17
20846,39207,8,2024-09-20 07:12:48
20847,44156,15,2023-10-18 03:59:40
20848,17515,18,2024-02-11 13:52:04
20849,31784,60,2023-12-25 04:32:53
20850,9400,53,2023-10-29 19:17:02
20851,6505,59,2025-11-22 19:40:07
20852,8885,16,2025-08-09 22:50:01
20853,8973,41,2024-03-25 07:51:12
20854,3787,13,2023-03-21 08:06:12
20855,10486,60,2024-09-26 20:55:23
20856,16307,26,2024-04-06 18:40:08
20857,40653,7,2024-12-23 02:21:39
20858,30085,27,2025-07-18 11:54:53
20859,5878,50,2023-06-22 04:15:39
20860,47832,29,2023-04-05 23:36:22
20861,18028,1,2024-03-10 21:17:27
20862,48894,29,2023-08-09 10:03:07
20863,40032,2,2024-05-09 04:06:06
20864,498,17,2023-06-25 18:07:51
20865,34367,30,2024-04-10 21:40:36
20866,10276,56,2024-09-21 16:26:10
20867,1410,28,2023-07-10 05:07:46
20868,13828,60,2024-05-10 03:11:51
20869,28633,32,2024-09-01 11:59:34
20870,42696,5,2025-09-20 07:49:53
20871,44213,11,2025-10-27 02:27:58
20872,30971,37,2024-05-29 13:53:59
20873,49562,34,2023-07-21 20:09:33
20874,28956,10,2025-08-24 05:33:21
20875,16615,28,2024-02-13 01:40:26
20876,38411,19,2024-11-16 13:56:54
20877,32510,8,2025-10-13 05:18:59
20878,39399,60,2024-06-03 20:05:01
20879,21031,10,2023-10-06 02:46:24
20880,33630,12,2024-03-11 17:24:32
20881,43437,22,2024-05-22 11:37:30
20882,45816,24,2024-01-04 16:14:17
20883,18681,21,2026-01-09 15:09:36
20884,49807,7,2025-04-20 06:56:29
20885,37042,5,2025-11-12 05:45:05
20886,6597,30,2023-04-23 23:43:29
20887,4028,28,2024-08-17 21:17:48
20888,19758,33,2024-04-04 15:19:38
20889,44097,40,2025-06-03 13:41:43
20890,20568,49,2024-06-16 01:00:20
20891,20106,55,2024-03-29 13:48:19
20892,49644,24,2024-03-07 07:45:01
20893,11048,51,2024-03-29 03:54:12
20894,17492,18,2024-10-11 04:49:25
20895,32183,33,2025-01-16 17:30:10
20896,14302,42,2025-02-25 21:36:11
20897,28285,34,2024-04-22 21:29:08
20898,1484,54,2025-08-08 04:19:37
20899,34993,37,2024-05-18 10:03:58
20900,11446,59,2024-04-02 00:40:13
20901,25316,26,2024-08-09 19:09:43
20902,2008,14,2023-03-05 21:22:09
20903,11408,26,2023-09-27 22:49:24
20904,33242,24,2023-06-10 08:55:36
20905,49057,46,2024-12-20 13:57:43
20906,26894,11,2025-12-19 05:28:20
20907,16937,5,2024-01-20 11:05:20
20908,26360,42,2026-02-13 16:44:25
20909,6365,29,2024-08-08 02:11:31
20910,2578,11,2024-02-09 04:03:46
20911,20000,3,2025-07-30 20:11:52
20912,16573,8,2025-11-18 10:16:43
20913,34637,49,2025-04-08 02:09:43
20914,19343,32,2025-01-19 10:37:28
20915,34017,43,2023-10-22 17:38:04
20916,3874,58,2025-01-07 08:13:35
20917,34806,37,2023-03-28 12:36:12
20918,29814,38,2023-09-13 20:21:39
20919,17750,27,2025-04-14 21:21:57
20920,9319,22,2023-06-21 03:20:13
20921,37833,54,2025-01-14 06:24:09
20922,39739,10,2023-12-13 01:34:40
20923,26490,51,2024-11-29 10:52:13
20924,37542,40,2025-05-01 11:27:50
20925,33572,60,2024-04-08 02:28:15
20926,3744,31,2023-04-14 10:23:57
20927,48520,36,2024-08-27 15:12:35
20928,41621,15,2023-05-12 07:56:02
20929,4895,50,2023-03-31 13:41:19
20930,41785,33,2023-11-03 02:13:49
20931,27672,49,2023-04-11 08:33:01
20932,5183,42,2024-09-09 01:47:26
20933,19842,20,2023-10-14 06:36:38
20934,10746,53,2025-01-20 12:29:46
20935,20989,8,2023-09-04 09:01:22
20936,45138,29,2023-05-09 21:12:23
20937,27916,14,2023-04-22 02:23:36
20938,19482,22,2025-12-17 21:03:11
20939,26595,57,2023-04-01 10:42:44
20940,44318,48,2023-06-22 12:26:54
20941,9365,6,2025-03-14 06:27:02
20942,16122,58,2025-05-01 19:00:15
20943,26474,13,2025-03-04 01:03:02
20944,31178,19,2023-03-13 09:19:18
20945,49286,51,2023-11-29 03:04:36
20946,41578,11,2023-11-30 09:23:19
20947,13821,47,2025-04-07 02:42:34
20948,37650,5,2025-06-24 01:10:34
20949,39625,52,2025-01-04 08:23:34
20950,35431,33,2025-05-11 06:10:31
20951,3419,9,2025-02-16 16:49:11
20952,3888,13,2024-10-08 09:20:43
20953,22181,3,2025-08-03 03:31:47
20954,28431,25,2025-09-19 07:48:32
20955,10181,42,2024-06-09 14:55:15
20956,39137,40,2025-12-12 22:39:19
20957,24304,13,2025-09-06 04:06:35
20958,3241,38,2025-10-04 02:40:11
20959,42587,45,2024-06-17 01:51:14
20960,39241,40,2025-05-20 19:58:55
20961,10800,50,2025-09-06 17:59:21
20962,26993,14,2024-11-24 08:52:21
20963,42673,57,2023-03-03 15:13:03
20964,42257,22,2024-02-13 14:04:32
20965,26855,46,2024-09-04 10:08:48
20966,38443,23,2024-03-25 16:59:12
20967,16137,59,2024-11-02 13:11:50
20968,20615,4,2025-11-22 01:04:18
20969,33112,12,2025-04-06 07:33:00
20970,24612,3,2023-07-24 06:22:49
20971,26308,8,2025-11-29 16:08:52
20972,25719,57,2024-12-27 05:10:41
20973,1468,33,2025-04-07 23:03:59
20974,21017,50,2025-08-24 21:53:47
20975,32620,20,2024-12-09 14:45:09
20976,7302,45,2023-04-18 21:02:28
20977,42877,57,2024-06-19 00:22:02
20978,10094,10,2024-11-22 00:03:21
20979,29261,4,2024-03-11 21:48:25
20980,42683,55,2026-02-16 10:58:47
20981,22926,27,2023-08-03 00:46:48
20982,48401,28,2025-08-22 22:59:35
20983,4920,25,2025-04-07 02:28:31
20984,35229,16,2024-01-23 18:46:14
20985,20176,20,2025-01-23 16:59:14
20986,4617,32,2025-09-24 04:53:59
20987,47198,48,2025-03-10 01:09:10
20988,47358,57,2025-10-18 18:36:11
20989,27719,47,2025-03-28 01:28:05
20990,35236,22,2024-09-10 11:48:16
20991,35110,48,2023-06-11 09:22:48
20992,8313,5,2024-03-19 07:38:15
20993,8865,35,2023-08-05 22:06:26
20994,12161,41,2026-01-23 18:53:31
20995,47231,40,2024-04-02 08:29:29
20996,42643,37,2025-03-29 17:14:57
20997,35278,23,2024-11-14 18:17:10
20998,46951,5,2023-05-25 17:20:42
20999,23956,51,2024-05-20 12:42:16
21000,45825,31,2023-09-21 12:27:27
21001,23920,2,2023-10-06 10:13:26
21002,18329,7,2024-09-13 22:27:50
21003,43582,55,2024-06-05 20:18:09
21004,46837,39,2024-08-18 11:58:32
21005,39339,44,2025-04-16 22:42:45
21006,47403,10,2024-10-04 11:45:59
21007,31834,19,2024-03-01 08:19:23
